asset_id,department,section_from,section_to,km_start,km_end,mast_start,mast_end,line,contact_wire_diameter_mm,wire_wear_percentage,wire_status,catenary_wire_condition,atd_position_mm,atd_status,ambient_temperature_c,wire_height_at_support_mm,stagger_mm,insulator_condition,pantograph_spark_count_30d,mast_foundation_status,power_block_required,tower_wagon_required,days_since_last_maintenance,ground_truth_failure,ground_truth_rul_days
OHE-0351,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,14.8,15.35,14/3,14/23,UP,8.0,100.0,CONDEMN_RENEW,WORN,561.2,NORMAL,23.0,5561,-5,FLASHOVER_RISK,11,STABLE,True,True,286,1,10
OHE-0352,TRACTION_DISTRIBUTION_OHE,DER,KRJ,81.19,82.22,81/9,81/17,UP,8.0,100.0,CONDEMN_RENEW,GOOD,359.5,NORMAL,17.5,5490,18,CLEAN,6,STABLE,True,True,318,1,19
OHE-0353,TRACTION_DISTRIBUTION_OHE,GZB,DER,34.29,35.38,34/3,34/25,UP,11.87,9.3,GOOD,GOOD,387.6,NORMAL,16.5,5645,140,CLEAN,1,SETTLEMENT,True,False,86,0,351
OHE-0354,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,17.3,18.68,17/2,17/28,UP,12.06,4.5,GOOD,GOOD,457.3,NORMAL,29.1,5594,25,CLEAN,0,STABLE,True,False,55,0,356
OHE-0355,TRACTION_DISTRIBUTION_OHE,GZB,DER,28.82,30.3,28/7,28/16,UP,9.46,69.7,CRITICAL,GOOD,600.9,NORMAL,35.2,5611,-115,POLLUTED,33,STABLE,True,True,345,1,15
OHE-0356,TRACTION_DISTRIBUTION_OHE,PHD,CNB,363.7,364.43,363/7,363/30,UP,8.56,92.2,CONDEMN_RENEW,CRITICAL,455.4,NORMAL,27.1,5601,-10,CLEAN,17,STABLE,True,True,236,1,13
OHE-0357,TRACTION_DISTRIBUTION_OHE,FZD,ETW,237.57,238.56,237/14,237/24,UP,10.77,36.8,GOOD,GOOD,636.9,NORMAL,40.0,5589,68,POLLUTED,1,STABLE,True,False,112,0,309
OHE-0358,TRACTION_DISTRIBUTION_OHE,PHD,CNB,370.01,371.08,370/13,370/22,DN,10.42,45.6,WORN,WORN,467.7,NORMAL,26.4,5594,-15,CLEAN,2,SETTLEMENT,True,False,155,0,284
OHE-0359,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,129.41,130.1,129/8,129/18,DN,8.54,92.7,CONDEMN_RENEW,GOOD,538.2,NORMAL,24.6,5603,-78,CLEAN,30,STABLE,True,True,340,1,11
OHE-0360,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,8.49,9.7,8/6,8/23,UP,9.83,60.4,WORN,GOOD,410.0,NORMAL,16.8,5611,-30,CLEAN,2,STABLE,True,False,206,0,276
OHE-0361,TRACTION_DISTRIBUTION_OHE,PHD,CNB,390.05,391.02,390/10,390/18,DN,8.72,88.2,CONDEMN_RENEW,GOOD,686.6,NORMAL,44.9,5526,122,CLEAN,7,STABLE,True,True,126,1,22
OHE-0362,TRACTION_DISTRIBUTION_OHE,TDL,FZD,213.04,214.38,213/1,213/16,UP,11.46,19.5,GOOD,WORN,658.6,NORMAL,41.6,5534,14,CLEAN,2,SETTLEMENT,True,False,86,0,351
OHE-0363,TRACTION_DISTRIBUTION_OHE,PHD,CNB,427.02,428.33,427/8,427/19,DN,8.93,83.0,CRITICAL,WORN,402.5,NORMAL,27.9,5596,-70,CLEAN,26,STABLE,True,True,297,1,20
OHE-0364,TRACTION_DISTRIBUTION_OHE,FZD,ETW,242.68,243.19,242/1,242/18,DN,9.6,66.2,CRITICAL,GOOD,588.0,NORMAL,37.4,5579,22,CLEAN,11,STABLE,True,True,229,0,216
OHE-0365,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,88.99,89.79,88/6,88/24,UP,9.17,76.9,CRITICAL,CRITICAL,586.2,NORMAL,30.9,5532,123,FLASHOVER_RISK,26,STABLE,True,True,332,1,9
OHE-0366,TRACTION_DISTRIBUTION_OHE,DER,KRJ,47.51,48.82,47/15,47/23,UP,10.66,39.6,GOOD,WORN,482.5,NORMAL,37.0,5494,83,CLEAN,4,STABLE,True,False,95,0,350
OHE-0367,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,11.21,11.77,11/15,11/20,UP,8.43,95.5,CONDEMN_RENEW,WORN,426.0,NORMAL,15.3,5468,-42,CLEAN,30,STABLE,True,True,351,1,11
OHE-0368,TRACTION_DISTRIBUTION_OHE,DER,KRJ,48.44,49.82,48/14,48/29,UP,9.18,76.7,CRITICAL,WORN,567.9,NORMAL,34.7,5536,75,CLEAN,21,STABLE,True,True,212,1,21
OHE-0369,TRACTION_DISTRIBUTION_OHE,DER,KRJ,37.26,38.44,37/13,37/19,UP,9.01,81.0,CRITICAL,WORN,614.0,NORMAL,40.2,5670,-127,POLLUTED,29,SETTLEMENT,True,True,328,1,15
OHE-0370,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,125.44,126.89,125/5,125/23,DN,9.29,73.9,CRITICAL,WORN,540.0,NORMAL,30.0,5549,-32,FLASHOVER_RISK,30,STABLE,True,True,76,1,13
OHE-0371,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,90.74,91.93,90/3,90/27,UP,11.35,22.3,GOOD,GOOD,414.7,NORMAL,25.9,5510,25,CLEAN,0,SETTLEMENT,True,False,137,0,344
OHE-0372,TRACTION_DISTRIBUTION_OHE,DER,KRJ,37.23,38.48,37/1,37/21,UP,8.63,90.5,CONDEMN_RENEW,GOOD,550.8,NORMAL,25.2,5599,-45,CLEAN,23,STABLE,True,True,285,1,12
OHE-0373,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,128.63,129.75,128/11,128/31,UP,9.97,56.9,WORN,GOOD,578.9,NORMAL,34.0,5610,-53,CLEAN,0,STABLE,True,False,73,0,296
OHE-0374,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,146.3,147.03,146/5,146/27,UP,8.73,88.0,CONDEMN_RENEW,CRITICAL,544.2,NORMAL,36.7,5689,-19,CLEAN,28,STABLE,True,True,332,1,11
OHE-0375,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,92.2,93.28,92/11,92/20,DN,11.96,7.0,GOOD,WORN,529.3,NORMAL,25.0,5544,89,CLEAN,1,STABLE,True,False,56,0,356
OHE-0376,TRACTION_DISTRIBUTION_OHE,PHD,CNB,416.15,417.0,416/7,416/28,DN,8.79,86.5,CONDEMN_RENEW,WORN,582.9,NORMAL,43.7,5527,104,CLEAN,13,STABLE,True,True,291,1,20
OHE-0377,TRACTION_DISTRIBUTION_OHE,PHD,CNB,365.64,366.25,365/12,365/18,UP,9.54,67.7,CRITICAL,GOOD,492.0,NORMAL,26.0,5610,-124,CLEAN,21,STABLE,True,True,247,1,21
OHE-0378,TRACTION_DISTRIBUTION_OHE,FZD,ETW,249.87,251.21,249/2,249/22,UP,10.46,44.6,WORN,GOOD,556.2,NORMAL,21.8,5605,-66,FLASHOVER_RISK,19,STABLE,True,False,48,1,20
OHE-0379,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,202.54,204.01,202/13,202/25,DN,9.18,76.7,CRITICAL,WORN,459.7,NORMAL,34.2,5603,-42,POLLUTED,10,STABLE,True,True,162,0,188
OHE-0380,TRACTION_DISTRIBUTION_OHE,DER,KRJ,70.75,71.59,70/15,70/20,DN,8.87,84.5,CRITICAL,WORN,591.2,NORMAL,28.3,5542,-125,CLEAN,21,STABLE,True,True,246,1,21
OHE-0381,TRACTION_DISTRIBUTION_OHE,FZD,ETW,237.85,238.36,237/5,237/32,DN,10.56,42.1,WORN,GOOD,558.4,NORMAL,34.4,5454,32,POLLUTED,3,STABLE,True,False,149,0,247
OHE-0382,TRACTION_DISTRIBUTION_OHE,PHD,CNB,438.35,439.31,438/4,438/25,DN,9.31,73.4,CRITICAL,GOOD,648.6,NORMAL,32.8,5450,-16,CLEAN,16,STABLE,True,True,244,1,21
OHE-0383,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,137.49,138.89,137/6,137/22,DN,12.24,0.0,GOOD,GOOD,738.1,NORMAL,42.5,5523,-15,POLLUTED,0,STABLE,True,False,30,0,322
OHE-0384,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,173.46,174.1,173/6,173/16,DN,11.37,21.8,GOOD,WORN,371.5,NORMAL,17.1,5594,55,CLEAN,0,STABLE,True,False,184,0,337
OHE-0385,TRACTION_DISTRIBUTION_OHE,ETW,PHD,342.39,342.99,342/2,342/29,UP,9.97,56.9,WORN,WORN,425.4,NORMAL,15.7,5590,-23,POLLUTED,3,STABLE,True,False,255,0,231
OHE-0386,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,141.67,142.4,141/3,141/19,DN,11.7,13.5,GOOD,GOOD,474.0,NORMAL,32.1,5415,61,CLEAN,4,STABLE,True,False,36,0,359
OHE-0387,TRACTION_DISTRIBUTION_OHE,TDL,FZD,212.49,213.26,212/7,212/23,UP,8.0,100.0,CONDEMN_RENEW,GOOD,536.2,NORMAL,42.2,5501,28,CLEAN,23,STABLE,True,True,358,1,11
OHE-0388,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,142.59,143.72,142/6,142/19,DN,10.19,51.4,WORN,GOOD,542.1,NORMAL,43.9,5578,-11,CLEAN,4,STABLE,True,False,76,0,296
OHE-0389,TRACTION_DISTRIBUTION_OHE,PHD,CNB,437.27,438.71,437/12,437/32,DN,8.0,100.0,CONDEMN_RENEW,WORN,582.1,NORMAL,38.7,5536,74,POLLUTED,19,STABLE,True,True,227,1,9
OHE-0390,TRACTION_DISTRIBUTION_OHE,DER,KRJ,52.84,53.67,52/15,52/31,DN,10.29,48.9,WORN,GOOD,589.8,NORMAL,39.5,5545,-21,CLEAN,2,STABLE,True,False,174,0,281
OHE-0391,TRACTION_DISTRIBUTION_OHE,PHD,CNB,420.75,422.06,420/14,420/16,DN,8.0,100.0,CONDEMN_RENEW,CRITICAL,571.8,NORMAL,36.8,5552,123,CLEAN,14,STABLE,True,True,322,1,19
OHE-0392,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,98.17,99.6,98/5,98/23,UP,9.97,56.9,WORN,GOOD,484.0,NORMAL,22.2,5604,-34,CLEAN,2,STABLE,True,False,173,0,281
OHE-0393,TRACTION_DISTRIBUTION_OHE,FZD,ETW,249.53,250.83,249/9,249/18,UP,10.26,49.6,WORN,GOOD,689.6,NORMAL,37.9,5526,66,POLLUTED,0,STABLE,True,False,56,0,261
OHE-0394,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,163.41,164.4,163/8,163/18,UP,8.82,85.7,CONDEMN_RENEW,CRITICAL,554.9,NORMAL,24.6,5554,36,CLEAN,10,STABLE,True,True,290,1,20
OHE-0395,TRACTION_DISTRIBUTION_OHE,TDL,FZD,213.15,213.72,213/5,213/19,DN,10.45,44.9,WORN,GOOD,375.5,NORMAL,18.6,5578,28,CLEAN,2,STABLE,True,False,235,0,272
OHE-0396,TRACTION_DISTRIBUTION_OHE,GZB,DER,31.87,33.21,31/8,31/21,UP,8.46,94.7,CONDEMN_RENEW,GOOD,465.3,NORMAL,19.6,5564,-135,CLEAN,34,SETTLEMENT,True,True,200,1,13
OHE-0397,TRACTION_DISTRIBUTION_OHE,FZD,ETW,247.37,248.72,247/6,247/17,DN,9.59,66.4,CRITICAL,GOOD,496.2,NORMAL,24.9,5586,-121,CLEAN,22,STABLE,True,True,218,1,21
OHE-0398,TRACTION_DISTRIBUTION_OHE,ETW,PHD,352.72,354.01,352/3,352/30,UP,11.93,7.8,GOOD,WORN,541.1,NORMAL,29.5,5516,38,CLEAN,1,STABLE,True,False,50,0,357
OHE-0399,TRACTION_DISTRIBUTION_OHE,TDL,FZD,215.44,216.46,215/1,215/32,DN,9.65,64.9,WORN,GOOD,623.5,NORMAL,25.1,5560,114,CLEAN,3,STABLE,True,False,77,0,296
OHE-0400,TRACTION_DISTRIBUTION_OHE,TDL,FZD,216.15,217.24,216/15,216/30,DN,8.57,92.0,CONDEMN_RENEW,CRITICAL,558.2,NORMAL,28.3,5594,-29,CLEAN,9,STABLE,True,True,209,1,21
OHE-0401,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,109.68,110.37,109/8,109/19,UP,9.61,65.9,CRITICAL,GOOD,505.9,NORMAL,33.6,5509,-1,CLEAN,20,STABLE,True,True,151,1,22
OHE-0402,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,116.61,117.99,116/8,116/31,DN,10.04,55.1,WORN,GOOD,471.6,NORMAL,27.8,5457,-24,CLEAN,4,STABLE,True,False,213,0,275
OHE-0403,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,15.94,17.27,15/1,15/18,UP,8.59,91.5,CONDEMN_RENEW,CRITICAL,760.1,NORMAL,42.2,5585,24,FLASHOVER_RISK,14,STABLE,True,True,269,1,10
OHE-0404,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,162.48,163.1,162/9,162/22,UP,12.06,4.5,GOOD,GOOD,558.3,NORMAL,19.3,5537,110,CLEAN,3,SETTLEMENT,True,False,96,0,350
OHE-0405,TRACTION_DISTRIBUTION_OHE,TDL,FZD,209.26,209.97,209/15,209/24,DN,10.93,32.8,GOOD,GOOD,503.5,NORMAL,27.5,5560,19,FLASHOVER_RISK,33,STABLE,True,False,131,1,24
OHE-0406,TRACTION_DISTRIBUTION_OHE,FZD,ETW,287.71,288.42,287/2,287/29,UP,8.0,100.0,CONDEMN_RENEW,GOOD,505.5,NORMAL,16.1,5540,-78,CLEAN,35,STABLE,True,True,349,1,11
OHE-0407,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,197.3,198.64,197/2,197/20,UP,8.44,95.2,CONDEMN_RENEW,CRITICAL,606.4,NORMAL,35.0,5515,-51,FLASHOVER_RISK,26,TILTING,True,True,271,1,1
OHE-0408,TRACTION_DISTRIBUTION_OHE,TDL,FZD,224.67,226.15,224/5,224/25,DN,10.78,36.6,GOOD,GOOD,468.4,NORMAL,36.4,5546,20,FLASHOVER_RISK,20,STABLE,True,False,89,0,180
OHE-0409,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,146.72,147.81,146/6,146/28,DN,9.19,76.4,CRITICAL,WORN,499.5,NORMAL,25.2,5617,-32,CLEAN,21,STABLE,True,True,329,1,19
OHE-0410,TRACTION_DISTRIBUTION_OHE,TDL,FZD,222.68,223.43,222/7,222/30,UP,10.71,38.3,GOOD,GOOD,454.1,NORMAL,25.3,5561,-101,CLEAN,0,STABLE,True,False,129,0,345
OHE-0411,TRACTION_DISTRIBUTION_OHE,FZD,ETW,245.71,246.53,245/15,245/21,UP,9.5,68.7,CRITICAL,GOOD,650.2,NORMAL,40.1,5568,53,CLEAN,17,STABLE,True,True,187,1,22
OHE-0412,TRACTION_DISTRIBUTION_OHE,GZB,DER,33.88,34.62,33/1,33/31,UP,8.33,98.0,CONDEMN_RENEW,WORN,366.5,NORMAL,23.8,5479,-27,CLEAN,29,STABLE,True,True,339,1,11
OHE-0413,TRACTION_DISTRIBUTION_OHE,ETW,PHD,303.03,303.76,303/15,303/24,DN,10.8,36.1,GOOD,GOOD,408.7,NORMAL,18.7,5527,63,CLEAN,1,STABLE,True,False,134,0,344
OHE-0414,TRACTION_DISTRIBUTION_OHE,GZB,DER,32.63,33.28,32/12,32/20,UP,10.46,44.6,WORN,GOOD,434.0,NORMAL,23.0,5634,-31,CLEAN,3,STABLE,True,False,173,0,281
OHE-0415,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,3.49,4.74,3/12,3/19,DN,9.26,74.7,CRITICAL,GOOD,483.8,NORMAL,36.1,5582,-56,CLEAN,22,STABLE,True,True,239,1,21
OHE-0416,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.29,222.43,221/4,221/30,UP,10.02,55.6,WORN,GOOD,600.1,NORMAL,42.4,5568,34,CLEAN,0,STABLE,True,False,254,0,269
OHE-0417,TRACTION_DISTRIBUTION_OHE,DER,KRJ,58.17,58.75,58/9,58/27,UP,8.46,94.7,CONDEMN_RENEW,WORN,585.6,NORMAL,29.4,5590,88,FLASHOVER_RISK,15,STABLE,True,True,342,1,9
OHE-0418,TRACTION_DISTRIBUTION_OHE,TDL,FZD,215.61,216.39,215/4,215/32,DN,8.52,93.2,CONDEMN_RENEW,CRITICAL,560.7,NORMAL,25.7,5588,-92,CLEAN,26,STABLE,True,True,284,1,12
OHE-0419,TRACTION_DISTRIBUTION_OHE,FZD,ETW,248.31,249.4,248/12,248/23,DN,8.27,99.5,CONDEMN_RENEW,WORN,633.8,NORMAL,41.0,5538,-31,CLEAN,7,STABLE,True,True,311,1,20
OHE-0420,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,188.83,189.86,188/4,188/21,UP,9.77,61.9,WORN,GOOD,590.3,NORMAL,29.4,5593,-34,FLASHOVER_RISK,12,STABLE,True,False,233,0,177
OHE-0421,TRACTION_DISTRIBUTION_OHE,ETW,PHD,331.89,333.3,331/10,331/29,DN,8.38,96.7,CONDEMN_RENEW,GOOD,365.0,NORMAL,16.4,5624,20,CLEAN,9,STABLE,True,True,353,1,19
OHE-0422,TRACTION_DISTRIBUTION_OHE,FZD,ETW,234.76,235.91,234/2,234/31,DN,11.03,30.3,GOOD,GOOD,461.8,NORMAL,28.8,5568,11,CLEAN,2,STABLE,True,False,42,0,358
OHE-0423,TRACTION_DISTRIBUTION_OHE,GZB,DER,35.14,36.38,35/8,35/27,UP,9.35,72.4,CRITICAL,GOOD,630.2,NORMAL,38.3,5636,-132,CLEAN,28,STABLE,True,True,261,1,20
OHE-0424,TRACTION_DISTRIBUTION_OHE,ETW,PHD,352.94,354.27,352/9,352/21,DN,8.64,90.2,CONDEMN_RENEW,WORN,536.4,NORMAL,26.7,5673,-7,CLEAN,34,STABLE,True,True,251,1,12
OHE-0425,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,187.11,187.94,187/6,187/16,UP,8.33,98.0,CONDEMN_RENEW,WORN,631.1,NORMAL,32.1,5614,-88,CLEAN,28,STABLE,True,True,262,1,12
OHE-0426,TRACTION_DISTRIBUTION_OHE,PHD,CNB,438.66,439.24,438/1,438/31,UP,10.39,46.4,WORN,GOOD,712.0,NORMAL,38.6,5638,-44,CLEAN,0,STABLE,True,False,220,0,274
OHE-0427,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,123.94,125.16,123/9,123/29,DN,8.2,100.0,CONDEMN_RENEW,GOOD,519.7,NORMAL,37.5,5511,26,CLEAN,17,STABLE,True,True,317,1,11
OHE-0428,TRACTION_DISTRIBUTION_OHE,DER,KRJ,39.9,41.11,39/9,39/31,DN,8.57,92.0,CONDEMN_RENEW,WORN,697.8,NORMAL,43.3,5595,-47,CLEAN,12,STABLE,True,True,257,1,20
OHE-0429,TRACTION_DISTRIBUTION_OHE,PHD,CNB,420.39,421.34,420/6,420/27,DN,10.66,39.6,GOOD,WORN,545.2,NORMAL,19.4,5574,-96,CLEAN,0,STABLE,True,False,149,0,342
OHE-0430,TRACTION_DISTRIBUTION_OHE,DER,KRJ,40.77,41.46,40/7,40/25,DN,10.73,37.8,GOOD,WORN,548.4,NORMAL,42.0,5469,-18,CLEAN,1,STABLE,True,False,282,0,322
OHE-0431,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,140.0,141.0,140/12,140/17,DN,10.85,34.8,GOOD,GOOD,572.3,NORMAL,39.4,5499,-17,FLASHOVER_RISK,34,STABLE,True,False,104,0,178
OHE-0432,TRACTION_DISTRIBUTION_OHE,DER,KRJ,54.57,55.94,54/13,54/21,UP,8.0,100.0,CONDEMN_RENEW,CRITICAL,473.8,NORMAL,20.5,5661,64,CLEAN,34,STABLE,True,True,323,1,11
OHE-0433,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,115.22,116.26,115/5,115/24,UP,8.17,100.0,CONDEMN_RENEW,WORN,624.0,NORMAL,31.7,5613,56,CLEAN,28,STABLE,True,True,314,1,11
OHE-0434,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,120.28,120.92,120/10,120/24,DN,9.36,72.2,CRITICAL,GOOD,469.2,NORMAL,29.1,5600,-85,CLEAN,6,STABLE,True,True,215,0,218
OHE-0435,TRACTION_DISTRIBUTION_OHE,FZD,ETW,228.54,229.23,228/4,228/25,UP,11.19,26.3,GOOD,GOOD,445.8,NORMAL,30.1,5529,-25,CLEAN,3,STABLE,True,False,70,0,354
OHE-0436,TRACTION_DISTRIBUTION_OHE,PHD,CNB,392.04,392.92,392/11,392/30,DN,9.34,72.7,CRITICAL,WORN,443.2,NORMAL,29.9,5533,48,CLEAN,7,STABLE,True,True,154,0,227
OHE-0437,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,158.29,159.2,158/13,158/25,UP,10.22,50.6,WORN,GOOD,572.1,NORMAL,31.2,5480,74,CLEAN,1,STABLE,True,False,22,0,304
OHE-0438,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,91.66,92.52,91/6,91/24,UP,8.17,100.0,CONDEMN_RENEW,CRITICAL,629.6,NORMAL,33.2,5491,-27,CLEAN,20,STABLE,True,True,277,1,12
OHE-0439,TRACTION_DISTRIBUTION_OHE,PHD,CNB,367.76,368.69,367/4,367/24,DN,10.18,51.6,WORN,GOOD,469.8,NORMAL,36.4,5565,99,CLEAN,1,STABLE,True,False,272,0,266
OHE-0440,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,122.63,123.3,122/9,122/28,DN,10.68,39.1,GOOD,WORN,597.7,NORMAL,25.1,5432,167,CLEAN,1,STABLE,True,False,95,0,350
OHE-0441,TRACTION_DISTRIBUTION_OHE,PHD,CNB,432.32,433.33,432/14,432/20,UP,8.65,90.0,CONDEMN_RENEW,CRITICAL,461.7,NORMAL,24.3,5523,29,CLEAN,14,STABLE,True,True,156,1,22
OHE-0442,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,170.46,171.71,170/10,170/20,UP,8.95,82.5,CRITICAL,WORN,346.1,NORMAL,21.3,5490,49,CLEAN,8,STABLE,True,True,325,0,201
OHE-0443,TRACTION_DISTRIBUTION_OHE,FZD,ETW,237.86,238.7,237/15,237/22,UP,8.78,86.7,CONDEMN_RENEW,CRITICAL,567.8,NORMAL,36.7,5553,-45,CLEAN,29,STABLE,True,True,301,1,12
OHE-0444,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.32,222.25,221/8,221/23,UP,11.7,13.5,GOOD,GOOD,456.2,NORMAL,23.9,5521,38,CLEAN,0,STABLE,True,False,124,0,346
OHE-0445,TRACTION_DISTRIBUTION_OHE,GZB,DER,36.0,37.18,36/14,36/20,DN,9.16,77.2,CRITICAL,WORN,524.9,NORMAL,32.6,5478,58,CLEAN,5,STABLE,True,True,290,0,206
OHE-0446,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,17.6,18.58,17/11,17/28,DN,11.04,30.1,GOOD,GOOD,713.5,NORMAL,41.2,5687,-18,CLEAN,1,SETTLEMENT,True,False,41,0,358
OHE-0447,TRACTION_DISTRIBUTION_OHE,ETW,PHD,326.87,327.93,326/3,326/17,UP,9.9,58.6,WORN,GOOD,581.7,NORMAL,36.0,5651,53,CLEAN,4,STABLE,True,False,250,0,270
OHE-0448,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,104.83,106.23,104/11,104/23,UP,9.03,80.5,CRITICAL,CRITICAL,571.9,NORMAL,37.8,5590,-6,CLEAN,23,SETTLEMENT,True,True,218,1,21
OHE-0449,TRACTION_DISTRIBUTION_OHE,DER,KRJ,39.6,40.62,39/4,39/31,DN,8.34,97.7,CONDEMN_RENEW,WORN,687.0,NORMAL,44.5,5552,1,CLEAN,20,STABLE,True,True,232,1,13
OHE-0450,TRACTION_DISTRIBUTION_OHE,TDL,FZD,212.25,213.42,212/3,212/27,DN,10.11,53.4,WORN,WORN,753.8,NORMAL,41.1,5499,-46,CLEAN,2,STABLE,True,False,189,0,279
OHE-0451,TRACTION_DISTRIBUTION_OHE,PHD,CNB,390.53,391.77,390/14,390/32,UP,8.0,100.0,CONDEMN_RENEW,CRITICAL,597.8,NORMAL,32.6,5585,-114,CLEAN,26,STABLE,True,True,314,1,11
OHE-0452,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,12.56,13.28,12/3,12/27,UP,9.64,65.2,CRITICAL,GOOD,546.9,NORMAL,39.1,5633,57,CLEAN,31,STABLE,True,True,322,1,19
OHE-0453,TRACTION_DISTRIBUTION_OHE,FZD,ETW,286.0,286.57,286/13,286/21,DN,8.2,100.0,CONDEMN_RENEW,GOOD,536.8,NORMAL,34.6,5544,-119,CLEAN,16,TILTING,True,True,296,1,2
OHE-0454,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,9.0,10.19,9/9,9/17,UP,10.67,39.3,GOOD,GOOD,583.2,NORMAL,39.5,5359,-75,CLEAN,4,STABLE,True,False,178,0,337
OHE-0455,TRACTION_DISTRIBUTION_OHE,GZB,DER,31.62,32.54,31/1,31/26,DN,11.77,11.8,GOOD,GOOD,564.7,NORMAL,31.6,5675,-69,CLEAN,0,STABLE,True,False,69,0,354
OHE-0456,TRACTION_DISTRIBUTION_OHE,DER,KRJ,51.92,53.4,51/10,51/30,UP,12.15,2.3,GOOD,WORN,480.0,NORMAL,19.2,5622,6,CLEAN,4,STABLE,True,False,28,0,360
OHE-0457,TRACTION_DISTRIBUTION_OHE,PHD,CNB,392.42,393.45,392/8,392/18,DN,12.24,0.0,GOOD,GOOD,576.7,NORMAL,25.5,5632,11,CLEAN,2,STABLE,True,False,11,0,363
OHE-0458,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,138.86,139.44,138/12,138/21,UP,12.24,0.0,GOOD,GOOD,661.4,NORMAL,30.6,5538,-37,CLEAN,0,STABLE,True,False,77,0,353
OHE-0459,TRACTION_DISTRIBUTION_OHE,TDL,FZD,224.99,226.3,224/7,224/20,UP,8.0,100.0,CONDEMN_RENEW,GOOD,463.5,NORMAL,17.5,5419,-21,CLEAN,14,SETTLEMENT,True,True,325,1,19
OHE-0460,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,114.33,114.96,114/9,114/29,DN,10.32,48.1,WORN,GOOD,559.3,NORMAL,23.3,5596,121,CLEAN,3,STABLE,True,False,180,0,280
OHE-0461,TRACTION_DISTRIBUTION_OHE,FZD,ETW,256.28,257.19,256/1,256/31,UP,12.24,0.0,GOOD,WORN,599.2,NORMAL,31.8,5478,91,CLEAN,1,STABLE,True,False,75,0,353
OHE-0462,TRACTION_DISTRIBUTION_OHE,TDL,FZD,219.88,220.91,219/10,219/22,UP,12.24,0.0,GOOD,GOOD,448.0,NORMAL,15.7,5554,-16,CLEAN,4,STABLE,True,False,25,0,361
OHE-0463,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,14.43,15.65,14/5,14/23,UP,9.85,59.9,WORN,GOOD,551.8,NORMAL,41.2,5666,139,CLEAN,4,STABLE,True,False,204,0,276
OHE-0464,TRACTION_DISTRIBUTION_OHE,FZD,ETW,248.12,249.14,248/14,248/17,UP,11.0,31.1,GOOD,GOOD,577.3,NORMAL,22.9,5548,34,CLEAN,4,STABLE,True,False,106,0,348
OHE-0465,TRACTION_DISTRIBUTION_OHE,TDL,FZD,214.37,215.81,214/10,214/16,UP,9.99,56.4,WORN,GOOD,597.9,NORMAL,28.6,5485,11,CLEAN,2,SETTLEMENT,True,False,186,0,279
OHE-0466,TRACTION_DISTRIBUTION_OHE,PHD,CNB,385.53,386.62,385/11,385/20,UP,10.39,46.4,WORN,GOOD,552.9,NORMAL,25.7,5473,65,FLASHOVER_RISK,23,STABLE,True,False,52,1,20
