asset_id,department,asset_type,station,km_location,line,point_throw_time_sec,motor_peak_current_amps,insulation_resistance_megohm,total_stroke_cycles,track_circuit_voltage,track_circuit_ballast_resistance,relay_age_years,ei_error_count_30d,battery_health_percentage,last_failure_days_ago,health_index,priority_tier,disconnection_required,days_since_last_maintenance,ground_truth_failure,ground_truth_rul_days
SIG-0434,SIGNAL_AND_TELECOM,POINT_MACHINE,TDL,208.08,UP,5.78,2.83,2.3,26375,0.0,5.0,3,0,80.5,125,25.96,CRITICAL,True,100,1,9
SIG-0435,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,226.68,YARD,5.81,2.44,9.5,17427,0.0,5.0,14,0,85.9,690,56.29,MEDIUM,True,241,0,207
SIG-0436,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,PHD,358.29,DN,0.0,0.0,15.0,0,3.08,3.95,5,0,76.3,57,88.1,LOW,False,238,0,322
SIG-0437,SIGNAL_AND_TELECOM,EI_SYSTEM,NDLS,0.92,DN,0.0,0.0,15.0,0,0.0,5.0,12,15,89.0,462,35.0,HIGH,True,98,1,13
SIG-0438,SIGNAL_AND_TELECOM,EI_SYSTEM,DER,36.15,UP,0.0,0.0,15.0,0,0.0,5.0,6,9,76.4,23,35.0,HIGH,True,80,1,13
SIG-0439,SIGNAL_AND_TELECOM,EI_SYSTEM,TDL,208.66,YARD,0.0,0.0,15.0,0,0.0,5.0,12,2,94.9,397,100.0,LOW,False,221,0,365
SIG-0440,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,227.06,DN,5.52,3.39,7.0,33586,0.0,5.0,13,0,73.3,194,30.79,CRITICAL,True,179,1,11
SIG-0441,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,302.11,UP,5.9,2.98,4.0,35078,0.0,5.0,4,0,97.9,584,25.74,CRITICAL,True,344,1,9
SIG-0442,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,TDL,207.67,YARD,0.0,0.0,15.0,0,2.51,4.63,6,0,96.3,537,91.15,LOW,False,177,0,333
SIG-0443,SIGNAL_AND_TELECOM,POINT_MACHINE,KRJ,83.05,DN,5.94,2.72,2.8,33290,0.0,5.0,7,0,70.7,519,27.65,CRITICAL,True,10,1,10
SIG-0444,SIGNAL_AND_TELECOM,POINT_MACHINE,CNB,440.0,UP,5.0,2.41,10.2,26589,0.0,5.0,11,0,76.0,665,70.65,MEDIUM,False,162,0,259
SIG-0445,SIGNAL_AND_TELECOM,POINT_MACHINE,FZD,227.09,UP,5.19,2.75,6.7,30686,0.0,5.0,19,0,90.2,345,49.9,HIGH,True,107,1,18
SIG-0446,SIGNAL_AND_TELECOM,POINT_MACHINE,ETW,300.99,UP,5.21,2.34,9.2,23424,0.0,5.0,5,0,73.1,131,66.74,MEDIUM,False,57,0,245
SIG-0447,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,24.28,DN,4.56,2.13,15.3,1929,0.0,5.0,17,0,74.0,674,83.84,LOW,False,273,0,306
SIG-0448,SIGNAL_AND_TELECOM,POINT_MACHINE,PHD,357.64,YARD,6.39,3.59,7.5,30806,0.0,5.0,11,0,88.6,368,22.5,CRITICAL,True,34,1,8
SIG-0449,SIGNAL_AND_TELECOM,TRACK_CIRCUIT,DER,37.25,YARD,0.0,0.0,15.0,0,4.27,7.96,14,0,72.5,193,82.65,LOW,False,347,0,302
SIG-0450,SIGNAL_AND_TELECOM,POINT_MACHINE,GZB,24.53,YARD,4.9,2.86,11.8,22260,0.0,5.0,6,0,94.1,659,61.56,MEDIUM,True,173,0,226
